building_id,position_id,ssid,mac_id,rssi
AI,429앞 복도(호),lib428_5G_,90:9f:33:f9:17:1c,-62
AI,430앞 복도(호),lib428_2G_,90:9f:33:fa:17:1c,-51
AI,430앞 복도(호),DIRECT-9a-HP M281 LaserJet_,12:5b:ad:78:eb:9a,-57
AI,430앞 복도(호),GC_free_WiFi_,94:64:24:a1:22:80,-58
AI,430앞 복도(호),GC_free_WiFi_,94:64:24:9e:2d:02,-59
AI,430앞 복도(호),[LG_AirPurifier]eb13_,1e:39:29:50:eb:13,-61
AI,431앞 복도(호),lib428_2G_,90:9f:33:fa:17:1c,-50
AI,431앞 복도(호),DIRECT-9a-HP M281 LaserJet_,12:5b:ad:78:eb:9a,-57
AI,431앞 복도(호),GC_free_WiFi_,94:64:24:9e:2d:02,-58
AI,431앞 복도(호),GC_free_WiFi_,94:64:24:a1:22:80,-59
AI,431앞 복도(호),[LG_AirPurifier]eb13_,1e:39:29:50:eb:13,-61
AI,432앞 복도(호),lib428_2G_,90:9f:33:fa:17:1c,-48
AI,432앞 복도(호),GC_free_WiFi_,94:64:24:9e:2d:02,-50
AI,432앞 복도(호),lib428_5G_,90:9f:33:f9:17:1c,-53
AI,432앞 복도(호),DIRECT-7a-HP Cha-M283fdw_,ca:94:02:fd:83:7a,-54
AI,432앞 복도(호),GC_free_WiFi_,94:64:24:9e:2c:e2,-55
AI,433앞 복도(호),lib428_2G_,90:9f:33:fa:17:1c,-48
AI,433앞 복도(호),GC_free_WiFi_,94:64:24:9e:2d:02,-50
AI,433앞 복도(호),lib428_5G_,90:9f:33:f9:17:1c,-53
AI,433앞 복도(호),DIRECT-7a-HP Cha-M283fdw_,ca:94:02:fd:83:7a,-54
AI,433앞 복도(호),GC_free_WiFi_,94:64:24:9e:2c:e2,-55
AI,434앞 복도(호),[air purifier] Samsung_,28:6d:97:88:a7:8e,-50
AI,434앞 복도(호),DIRECT-7a-HP Cha-M283fdw_,ca:94:02:fd:83:7a,-50
AI,434앞 복도(호),GC_free_WiFi_,94:64:24:a0:34:d0,-55
AI,434앞 복도(호),MobileLab-ax_,28:80:88:33:c8:89,-57
AI,434앞 복도(호),GC_free_WiFi_,94:64:24:a0:34:f0,-57
AI,435앞 복도(호),[air purifier] Samsung_,28:6d:97:88:a7:8e,-49
AI,435앞 복도(호),MobileLab-ax_,28:80:88:33:c8:89,-55
AI,435앞 복도(호),MobileLab-ax-5G_,28:80:88:33:c8:88,-55
AI,435앞 복도(호),GC_free_WiFi_,94:64:24:a0:34:d0,-55
AI,435앞 복도(호),GC_free_WiFi_,94:64:24:a0:34:f0,-56
AI,501앞 복도(호),GC_free_WiFi_,94:64:24:9e:fa:82,-56
AI,501앞 복도(호),GC_free_WiFi_,94:64:24:9e:fa:62,-59
AI,501앞 복도(호),GC_free_WiFi_,94:64:24:a0:ce:82,-70
AI,501앞 복도(호),GC_free_WiFi_,94:64:24:a1:00:c2,-71
AI,501앞 복도(호),GC_free_WiFi_,94:64:24:a1:00:a2,-74
AI,502앞 복도(호),AI-502-Software_5G_,c4:6e:1f:ed:40:fb,-51
AI,502앞 복도(호),AI-502-Software_,c4:6e:1f:ed:40:fa,-54
AI,502앞 복도(호),GC_free_WiFi_,94:64:24:9e:fa:82,-56
AI,502앞 복도(호),VOM5G_,fc:34:97:2e:ab:44,-57
AI,502앞 복도(호),DIRECT-1B-SA SL-T1670W Series_,02:68:eb:f6:c7:1b,-57
AI,503(호),DIRECT-1B-SA SL-T1670W Series_,02:68:eb:f6:c7:1b,-54
AI,503(호),GC_free_WiFi_,94:64:24:9e:d1:42,-54
AI,503(호),AI-502-Software_,c4:6e:1f:ed:40:fa,-55
AI,503(호),GC_free_WiFi_,94:64:24:a0:70:60,-57
AI,503(호),SADI_,70:5d:cc:5d:eb:22,-59
AI,503앞 복도(호),AI-502-Software_5G_,c4:6e:1f:ed:40:fb,-51
AI,503앞 복도(호),AI-502-Software_,c4:6e:1f:ed:40:fa,-55
AI,503앞 복도(호),VOM5G_,fc:34:97:2e:ab:44,-58
AI,503앞 복도(호),SADI_,70:5d:cc:5d:eb:22,-59
AI,503앞 복도(호),GC_free_WiFi_,94:64:24:9e:21:92,-59
AI,504(호),GC_free_WiFi_,94:64:24:a1:0f:32,-55
AI,504(호),GC_free_WiFi_,94:64:24:a1:0f:12,-60
AI,504(호),GC_free_WiFi_,94:64:24:9f:14:c0,-66
AI,504(호),AI506_,e4:6f:13:fe:a6:94,-72
AI,504(호),GC_free_WiFi_,94:64:24:a1:59:d2,-74
AI,504앞 복도(호),DIRECT-1B-SA SL-T1670W Series_,02:68:eb:f6:c7:1b,-53
AI,504앞 복도(호),GC_free_WiFi_,94:64:24:a1:0f:32,-56
AI,504앞 복도(호),GC_free_WiFi_,94:64:24:a1:0f:12,-60
AI,504앞 복도(호),GC_free_WiFi_,94:64:24:9f:14:c0,-65
AI,504앞 복도(호),GC_free_WiFi_,94:64:24:9f:14:a0,-68
AI,505(호),GC_free_WiFi_,94:64:24:a1:59:d2,-52
AI,505(호),GC_free_WiFi_,94:64:24:a1:59:b2,-60
AI,505(호),GC_free_WiFi_,94:64:24:a0:fe:50,-61
AI,505(호),AI506_,e4:6f:13:fe:a6:94,-62
AI,505(호),GC_free_WiFi_,94:64:24:a0:fe:30,-64
AI,505앞 복도(호),GC_free_WiFi_,94:64:24:a1:59:d2,-54
AI,505앞 복도(호),GC_free_WiFi_,94:64:24:a1:59:b2,-60
AI,505앞 복도(호),AI506_,e4:6f:13:fe:a6:94,-63
AI,505앞 복도(호),GC_free_WiFi_,94:64:24:a0:fe:50,-63
AI,505앞 복도(호),GC_free_WiFi_,94:64:24:a1:0f:12,-66
AI,506앞 복도(호),AI506_,e4:6f:13:fe:a6:94,-59
AI,506앞 복도(호),DIRECT-A3-HP _,06:0e:3c:e9:79:a3,-60
AI,506앞 복도(호),GC_free_WiFi_,94:64:24:a0:fe:50,-62
AI,506앞 복도(호),GC_free_WiFi_,94:64:24:a1:59:d2,-62
AI,506앞 복도(호),AI506_,e4:6f:13:fe:a6:96,-64
AI,507A앞 복도(호),DIRECT-A3-HP _,06:0e:3c:e9:79:a3,-60
AI,507A앞 복도(호),GC_free_WiFi_,94:64:24:a0:fe:50,-63
AI,507A앞 복도(호),AI506_,e4:6f:13:fe:a6:96,-64
AI,507A앞 복도(호),GC_free_WiFi_,94:64:24:a1:59:d2,-64
AI,507A앞 복도(호),GC_free_WiFi_,94:64:24:a1:59:b2,-68
AI,507앞 복도(호),AI506_,e4:6f:13:fe:a6:94,-57
AI,507앞 복도(호),DIRECT-A3-HP _,06:0e:3c:e9:79:a3,-57
AI,507앞 복도(호),GC_free_WiFi_,94:64:24:a0:df:c2,-61
AI,507앞 복도(호),GC_free_WiFi_,94:64:24:9e:c3:12,-62
AI,507앞 복도(호),GC_free_WiFi_,94:64:24:9f:51:62,-66
AI,508(호),GC_free_WiFi_,94:64:24:9f:51:82,-54
AI,508(호),GC_free_WiFi_,94:64:24:a0:df:c2,-55
AI,508(호),GC_free_WiFi_,94:64:24:9e:c3:12,-60
AI,508(호),GC_free_WiFi_,94:64:24:a0:0b:82,-60
AI,508(호),GC_free_WiFi_,94:64:24:a0:0b:62,-61
AI,508앞 복도(호),DIRECT-A3-HP _,06:0e:3c:e9:79:a3,-57
AI,508앞 복도(호),GC_free_WiFi_,94:64:24:a0:df:c2,-58
AI,508앞 복도(호),GC_free_WiFi_,94:64:24:9e:c3:12,-60
AI,508앞 복도(호),GC_free_WiFi_,94:64:24:9f:51:62,-66
AI,508앞 복도(호),GC_free_WiFi_,94:64:24:9e:c3:32,-67
AI,509앞 복도(호),GC_free_WiFi_,94:64:24:9f:51:82,-53
AI,509앞 복도(호),GC_free_WiFi_,94:64:24:a0:df:c2,-55
AI,509앞 복도(호),GC_free_WiFi_,94:64:24:a0:0b:82,-58
AI,509앞 복도(호),GC_free_WiFi_,94:64:24:a0:0b:62,-61
AI,509앞 복도(호),GC_free_WiFi_,94:64:24:9f:51:62,-62
AI,510(호),GC_free_WiFi_,94:64:24:9f:70:52,-59
AI,510(호),GC_free_WiFi_,94:64:24:9f:70:72,-64
AI,510(호),AI506_,e4:6f:13:fe:a6:94,-66
AI,510(호),GC_free_WiFi_,94:64:24:9e:16:02,-67
AI,510(호),DIRECT-A3-HP _,06:0e:3c:e9:79:a3,-69
AI,510앞 복도(호),GC_free_WiFi_,94:64:24:9f:51:82,-54
AI,510앞 복도(호),GC_free_WiFi_,94:64:24:a0:df:c2,-58
AI,510앞 복도(호),GC_free_WiFi_,94:64:24:a0:0b:82,-60
AI,510앞 복도(호),GC_free_WiFi_,94:64:24:9f:70:52,-61
AI,510앞 복도(호),GC_free_WiFi_,94:64:24:9f:51:62,-62
AI,511(호),GC_free_WiFi_,94:64:24:9f:70:52,-59
AI,511(호),GC_free_WiFi_,94:64:24:9f:70:72,-64
AI,511(호),AI506_,e4:6f:13:fe:a6:94,-66
AI,511(호),GC_free_WiFi_,94:64:24:9e:16:02,-67
AI,511(호),DIRECT-A3-HP _,06:0e:3c:e9:79:a3,-69
AI,511앞 복도(호),GC_free_WiFi_,94:64:24:9e:16:02,-60
AI,511앞 복도(호),GC_free_WiFi_,94:64:24:9f:70:72,-62
AI,511앞 복도(호),GC_free_WiFi_,94:64:24:9e:e1:32,-64
AI,511앞 복도(호),AI506_,e4:6f:13:fe:a6:94,-66
AI,511앞 복도(호),GC_free_WiFi_,94:64:24:a0:0b:82,-66
AI,512앞 복도(호),GC_free_WiFi_,94:64:24:9f:70:72,-63
AI,512앞 복도(호),GC_free_WiFi_,94:64:24:9e:e1:32,-66
AI,512앞 복도(호),AI506_,e4:6f:13:fe:a6:94,-67
AI,512앞 복도(호),GC_free_WiFi_,94:64:24:9e:16:22,-69
AI,512앞 복도(호),GC_free_WiFi_,94:64:24:9f:70:52,-71
AI,513앞 복도(호),GC_free_WiFi_,94:64:24:9d:fb:f2,-59
AI,513앞 복도(호),GC_free_WiFi_,94:64:24:9d:fc:12,-59
AI,513앞 복도(호),DIRECT-ae-HP M477 LaserJet_,fa:da:0c:48:e6:ae,-62
AI,513앞 복도(호),GC_free_WiFi_,94:64:24:9e:e1:32,-66
AI,513앞 복도(호),AI506_,e4:6f:13:fe:a6:94,-67
AI,514앞 복도(호),GC_free_WiFi_,94:64:24:9d:fb:f2,-55
AI,514앞 복도(호),GC_free_WiFi_,94:64:24:9d:fc:12,-57
AI,514앞 복도(호),DIRECT-ae-HP M477 LaserJet_,fa:da:0c:48:e6:ae,-61
AI,514앞 복도(호),GC_free_WiFi_,94:64:24:a1:09:72,-68
AI,514앞 복도(호),GC_free_WiFi_,94:64:24:a1:09:92,-71
AI,515앞 복도(호),GC_free_WiFi_,94:64:24:9d:fb:f2,-55
AI,515앞 복도(호),GC_free_WiFi_,94:64:24:9d:fc:12,-57
AI,515앞 복도(호),DIRECT-ae-HP M477 LaserJet_,fa:da:0c:48:e6:ae,-61
AI,515앞 복도(호),GC_free_WiFi_,94:64:24:a1:09:72,-68
AI,515앞 복도(호),GC_free_WiFi_,94:64:24:a1:09:92,-71
AI,516앞 복도(호),"CnrLab_2,4GHz_",72:5d:cc:c1:54:c0,-51
AI,516앞 복도(호),GC_free_WiFi_,94:64:24:a1:09:92,-58
AI,516앞 복도(호),GC_free_WiFi_,94:64:24:a1:09:72,-58
AI,516앞 복도(호),Algorithm_Lab_,88:36:6c:8e:07:c8,-61
AI,516앞 복도(호),CnrLab_5GHz_,70:5d:cc:c1:54:c0,-61
AI,517앞 복도(호),"CnrLab_2,4GHz_",72:5d:cc:c1:54:c0,-51
AI,517앞 복도(호),GC_free_WiFi_,94:64:24:a1:09:92,-58
AI,517앞 복도(호),GC_free_WiFi_,94:64:24:a1:09:72,-58
AI,517앞 복도(호),Algorithm_Lab_,88:36:6c:8e:07:c8,-61
AI,517앞 복도(호),CnrLab_5GHz_,70:5d:cc:c1:54:c0,-61
AI,518앞 복도(호),"CnrLab_2,4GHz_",72:5d:cc:c1:54:c0,-56
AI,518앞 복도(호),CnrLab_5GHz_,70:5d:cc:c1:54:c0,-56
AI,518앞 복도(호),CCL_2.4Ghz_,70:5d:cc:d4:7b:b4,-58
AI,518앞 복도(호),Algorithm_Lab_,88:36:6c:8e:07:c8,-58
AI,518앞 복도(호),GC_free_WiFi_,94:64:24:a1:09:72,-58
AI,519앞 복도(호),CnrLab_5GHz_,70:5d:cc:c1:54:c0,-53
AI,519앞 복도(호),CCL_2.4Ghz_,70:5d:cc:d4:7b:b4,-56
AI,519앞 복도(호),Algorithm_Lab_,88:36:6c:8e:07:c8,-57
AI,519앞 복도(호),GC_free_WiFi_,94:64:24:a1:94:f2,-59
AI,519앞 복도(호),CCL_5Ghz_,70:5d:cc:d4:7b:b6,-59
AI,520앞 복도(호),CnrLab_5GHz_,70:5d:cc:c1:54:c0,-53
AI,520앞 복도(호),CCL_2.4Ghz_,70:5d:cc:d4:7b:b4,-56
AI,520앞 복도(호),Algorithm_Lab_,88:36:6c:8e:07:c8,-57
AI,520앞 복도(호),GC_free_WiFi_,94:64:24:a1:94:f2,-59
AI,520앞 복도(호),CCL_5Ghz_,70:5d:cc:d4:7b:b6,-59
AI,521앞 복도(호),CnrLab_5GHz_,70:5d:cc:c1:54:c0,-53
AI,521앞 복도(호),DIRECT-11-HP M280 LaserJet_,9e:30:5b:0e:f2:11,-53
AI,521앞 복도(호),gachon_ine_wifi_,58:86:94:2f:d0:de,-56
AI,521앞 복도(호),DIRECT-ff-HP M280 LaserJet_,fe:01:7c:2d:5d:ff,-56
AI,521앞 복도(호),AI522_5G_,88:36:6c:e8:79:3c,-57
AI,522앞 복도(호),DIRECT-11-HP M280 LaserJet_,9e:30:5b:0e:f2:11,-49
AI,522앞 복도(호),AI522_5G_,88:36:6c:e8:79:3c,-53
AI,522앞 복도(호),gachon_ine_wifi_,58:86:94:2f:d0:de,-54
AI,522앞 복도(호),DIRECT-ff-HP M280 LaserJet_,fe:01:7c:2d:5d:ff,-56
AI,522앞 복도(호),majutech_,00:26:66:94:60:68,-60
AI,523앞 복도(호),CPSS1_,70:5d:cc:93:2c:5c,-53
AI,523앞 복도(호),SecurityLab5G_,88:36:6c:e9:f0:60,-54
AI,523앞 복도(호),iptime_,8a:36:6c:c9:f0:60,-54
AI,523앞 복도(호),GC_free_WiFi_,94:64:24:9f:3d:12,-55
AI,523앞 복도(호),[LG_AirPurifier]a319_,1e:39:29:50:a3:19,-55
AI,524앞 복도(호),GC_free_WiFi_,94:64:24:9f:3d:12,-53
AI,524앞 복도(호),CPSS1_,70:5d:cc:93:2c:5c,-54
AI,524앞 복도(호),SecurityLab5G_,88:36:6c:e9:f0:60,-54
AI,524앞 복도(호),[LG_AirPurifier]a319_,1e:39:29:50:a3:19,-55
AI,524앞 복도(호),CPSS_5G_,58:86:94:0d:6d:fe,-56
AI,525앞 복도(호),CPSS_5G_,58:86:94:0d:6d:fe,-52
AI,525앞 복도(호),GC_free_WiFi_,94:64:24:9f:3d:12,-56
AI,525앞 복도(호),SecurityLab5G_,88:36:6c:e9:f0:60,-57
AI,525앞 복도(호),[LG_AirPurifier]a319_,1e:39:29:50:a3:19,-59
AI,525앞 복도(호),CPSS1_,70:5d:cc:93:2c:5c,-59
AI,525옆 로비(호),CPSS_5G_,58:86:94:0d:6d:fe,-52
AI,525옆 로비(호),GC_free_WiFi_,94:64:24:9f:3d:12,-56
AI,525옆 로비(호),SecurityLab5G_,88:36:6c:e9:f0:60,-57
AI,525옆 로비(호),[LG_AirPurifier]a319_,1e:39:29:50:a3:19,-59
AI,525옆 로비(호),CPSS1_,70:5d:cc:93:2c:5c,-59
AI,526앞 복도(호),GC_free_WiFi_,94:64:24:9f:2b:12,-49
AI,526앞 복도(호),IIPLAB_,70:5d:cc:b2:26:1a,-57
AI,526앞 복도(호),GC_free_WiFi_,94:64:24:9f:2a:f2,-58
AI,526앞 복도(호),CPSS_5G_,58:86:94:0d:6d:fe,-59
AI,526앞 복도(호),GC_free_WiFi_,94:64:24:9f:ae:e2,-61
AI,527앞 복도(호),GC_free_WiFi_,94:64:24:9f:2b:12,-48
AI,527앞 복도(호),GC_free_WiFi_,94:64:24:9f:2a:f2,-57
AI,527앞 복도(호),IIPLAB_,70:5d:cc:b2:26:1a,-58
AI,527앞 복도(호),GC_free_WiFi_,94:64:24:9f:ae:e2,-62
AI,527앞 복도(호),IIPLAB_5G_,70:5d:cc:b2:26:18,-68
AI,528앞 복도(호),PRML_,7c:8b:ca:9a:74:e6,-52
AI,528앞 복도(호),IIPLAB_,70:5d:cc:b2:26:1a,-57
AI,528앞 복도(호),GC_free_WiFi_,94:64:24:9f:38:32,-59
AI,528앞 복도(호),GC_free_WiFi_,94:64:24:9f:2a:f2,-60
AI,528앞 복도(호),GC_free_WiFi_,94:64:24:9f:2b:12,-63
AI,529앞 복도(호),GC_free_WiFi_,94:64:24:9f:38:32,-50
AI,529앞 복도(호),PRML_,7c:8b:ca:9a:74:e6,-52
AI,529앞 복도(호),528_WiFi_,58:86:94:03:fd:42,-55
AI,529앞 복도(호),GC_free_WiFi_,94:64:24:9f:38:12,-58
AI,529앞 복도(호),IIPLAB_,70:5d:cc:b2:26:1a,-59
AI,530앞 복도(호),AI_530_2.4G_,64:e5:99:62:96:f4,-53
AI,530앞 복도(호),PRML_,7c:8b:ca:9a:74:e6,-54
AI,530앞 복도(호),islab_scanner_,70:5d:cc:d3:d4:50,-60
AI,530앞 복도(호),GC_free_WiFi_,94:64:24:9f:38:12,-61
AI,530앞 복도(호),GC_free_WiFi_,94:64:24:9f:38:32,-62
AI,531앞 복도(호),AI_530_2.4G_,64:e5:99:62:96:f4,-53
AI,531앞 복도(호),PRML_,7c:8b:ca:9a:74:e6,-55
AI,531앞 복도(호),GC_free_WiFi_,94:64:24:a0:24:a2,-60
AI,531앞 복도(호),DIRECT-cuM288x Series_,32:cd:a7:a1:27:aa,-60
AI,531앞 복도(호),GC_free_WiFi_,94:64:24:9e:c0:c2,-61
AI,532앞 복도(호),islab_scanner_,70:5d:cc:d3:d4:50,-57
AI,532앞 복도(호),GC_free_WiFi_,94:64:24:a0:24:a2,-60
AI,532앞 복도(호),DIRECT-cuM288x Series_,32:cd:a7:a1:27:aa,-60
AI,532앞 복도(호),islab_,72:5d:cc:c3:d4:50,-61
AI,532앞 복도(호),GC_free_WiFi_,94:64:24:9e:c0:c2,-61
AI,큐브(호),GC_free_WiFi_,94:64:24:a0:cb:22,-56
AI,큐브(호),islab_scanner_,70:5d:cc:d3:d4:50,-56
AI,큐브(호),islab_,72:5d:cc:c3:d4:50,-58
AI,큐브(호),GC_free_WiFi_,94:64:24:a0:cb:02,-58
AI,큐브(호),GC_free_WiFi_,94:64:24:a0:24:82,-60
